answer,count,count,count,count,count
Edith Head shop,,,,1.0,
View-Master,,,,1.0,
denarius,,,,1.0,
The Tick,,,,1.0,
the coelacanth,,,,1.0,1.0
copra,,,,1.0,
Kachina dolls,,,,1.0,
Sweet and Lowdown,,,,1.0,1.0
Plant & Page,,,,1.0,
router,,,,1.0,
guy,,,,1.0,
goliath,,,,1.0,
Bob Hartley,,,,1.0,
waxing & waning,,,,1.0,
the RICO,,,,1.0,
to crane,,,,1.0,
Allosaurus,,,,1.0,1.0
Thomas Lipton,,,,1.0,
The Hundred and One Dalmatians,,,,1.0,
Seth Green,,,,1.0,
eras,,,,1.0,
the Marquesas,,,,1.0,1.0
Boulder (Colorado),,,,1.0,
Mencken,,,,1.0,1.0
a lead pipe,,,,1.0,
S.R.O.,,,,1.0,
debrief,,,,1.0,
center board,,,,1.0,
the sebaceous glands,,,,1.0,1.0
Cotton-Eyed Joe,,,,1.0,
rapid deployment force,,,,1.0,
"Indiana, Oklahoma (Delaware & Hawaii)",,,,1.0,
The Sandpiper,,,,1.0,
Church of the Holy Sepulchre,,,,1.0,1.0
Sea of Love,,,,1.0,1.0
The Confederate Dead,,,,1.0,
"""go ahead""",,,,1.0,
checkpoint,,,,1.0,
mujahideen,,,,1.0,
Tony Curtis,,,,1.0,1.0
Siamese twins (Chang & Eng Bunker),,,,1.0,
World Cup (in soccer),,,,1.0,
John Harvey Kellogg,,,,1.0,
crony,,,,1.0,
What You See Is What You Get,,,,1.0,
Nigeria (for Niger),,,,1.0,
hedgehog,,,,1.0,
Larry King crab,,,,1.0,
the broom,,,,1.0,
Leo (the lion),,,,1.0,
RU-486,,,,1.0,1.0
swing a cat,,,,1.0,
shoe factory,,,,1.0,
wrench,,,,1.0,
Google Chrome,,,,1.0,
Zelenskyy,,,,1.0,
Charles Evans Hughes,,,,1.0,1.0
Nancy Lieberman,,,,1.0,1.0
an emulsion,,,,1.0,
auxiliary,,,,1.0,
Enewetak,,,,1.0,
The Sot-Weed Factor,,,,1.0,
Jane & Jean,,,,1.0,
the Armory Show,,,,1.0,1.0
Sitting Bull in a China Shop Steward,,,,1.0,
Bobby Allison,,,,1.0,
Lord Haw-Haw,,,,1.0,
"Lay on, Macduff",,,,1.0,
Western Sahara,,,,1.0,
Mykonos,,,,1.0,1.0
Frances Perkins,,,,1.0,6.0
virginal,,,,1.0,
the pig,,,,1.0,1.0
Arlene Francis the Talking Mule,,,,1.0,
toxic shock,,,,1.0,
transcendentalist,,,,1.0,
the Chimera,,,,1.0,1.0
Puma,,,,1.0,1.0
John David Washington,,,,1.0,
what doesn't kill me makes me stronger,,,,1.0,
Viet Cong,,,,1.0,
chunky monkey,,,,1.0,
pork bellies,,,,1.0,
(Jan) Hus,,,,1.0,1.0
A-P-P-E-T-I-Z-E-R,,,,1.0,
Jascha Heifetz,,,,1.0,3.0
Oxford Blues,,,,1.0,
Johnny Cash advance,,,,1.0,
brno,,,,1.0,
Stendhal,,,,1.0,4.0
inspiration,,,,1.0,
five-finger discount,,,,1.0,
Buckeyes,,,,1.0,
Wall of Voodoo,,,,1.0,
Barney Frank,,,,1.0,1.0
a pole vault,,,,1.0,
Xanthippe,,,,1.0,1.0
the Arrow,,,,1.0,
the 18th (or Prohibition),,,,1.0,
a pitchout,,,,1.0,
"""God Bless The U.S.A.""",,,,1.0,
Linda Bloodworth,,,,1.0,
defray,,,,1.0,
the Indus River valley,,,,1.0,
the eyelids,,,,1.0,1.0
a mutt (from <b>mutt</b>on),,,,1.0,
"""I Lost on Jeopardy""",,,,1.0,
Duplo,,,,1.0,
On War,,,,1.0,
.45,,,,1.0,
a rest,,,,1.0,
the meerkat,,,,1.0,
prosaic,,,,1.0,3.0
To Hell,,,,1.0,
"Romeo and Juliet</i>, <i>Troilus and Cressida</i> & <i>Antony and Cleopatra",,,,1.0,
the Bells,,,,1.0,
"""A Tell-Tale Heart of Darkness""",,,,1.0,
knuckle walking,,,,1.0,
Endless Summer,,,,1.0,
the Hottentots,,,,1.0,1.0
the Gramophone (flat disk),,,,1.0,
Chan,,,,1.0,
the Times Mirror Company,,,,1.0,
a crank,,,,1.0,
"Roswell, New Mexico",,,,1.0,1.0
faux (fur),,,,1.0,
John Baldry,,,,1.0,
Ace of Base,,,,1.0,
The Rubaiyat of Omar Khayyam,,,,1.0,
a stranger in a paradise,,,,1.0,
Mambo Kings,,,,1.0,
to call,,,,1.0,
the Ascension,,,,1.0,1.0
Uncommon valor,,,,1.0,
boink (or bonk),,,,1.0,
gaslighting,,,,1.0,
"""Shiny Happy People""",,,,1.0,
exfoliation,,,,1.0,
Colonial Williamsburg,,,,1.0,
a basket toss,,,,1.0,
"""Wee Willie Winkie""",,,,1.0,
Leo Fender,,,,1.0,1.0
Admiral (David) Farragut,,,,1.0,
Frédéric Auguste Bartholdi,,,,1.0,
The Human Comedy</i> (<i>La Comédie humaine,,,,1.0,
automatic transmission fluid,,,,1.0,
Melissa GIlbert,,,,1.0,
a sloth (bear),,,,1.0,
Susan Anton,,,,1.0,
(Tibetan) Buddhism,,,,1.0,
the Black Sox,,,,1.0,
the toreadors,,,,1.0,
her own color,,,,1.0,
the Chicago School of Architecture,,,,1.0,
Paul Lynde,,,,1.0,
three on a match,,,,1.0,
"""Blade Runner""",,,,1.0,
the Baconator,,,,1.0,
brown noise,,,,1.0,
get your ducks in a row,,,,1.0,
"""One Sweet Day""",,,,1.0,
"""Surrender""",,,,1.0,1.0
Ocean Spray,,,,1.0,
(The) Birth of Venus,,,,1.0,
body,,,,1.0,
teal,,,,1.0,
Lambrusco,,,,1.0,
Pillow Talk,,,,1.0,
House Un-American Activities Committee,,,,1.0,
average life span (life expectancy),,,,1.0,
mufti,,,,1.0,
coupler,,,,1.0,
the Ivory Coast (le Côte d'Ivoire),,,,1.0,
The Colbys,,,,1.0,
a flying buttress,,,,1.0,
a four-in-hand,,,,1.0,
Sitwell,,,,1.0,3.0
Fraggle Rock,,,,1.0,
Divine Comedy of Errors,,,,1.0,
I Am... Sasha Fierce,,,,1.0,
Euler,,,,1.0,
Walter (Peyton),,,,1.0,
Fozzie (Bear),,,,1.0,
planking,,,,1.0,
"Kourtney, Kim & Khloe",,,,1.0,
Green Hornet,,,,1.0,
new wave,,,,1.0,
Memorial Stadium,,,,1.0,
the franking privilege,,,,1.0,
swab,,,,1.0,
Nelly Furtado,,,,1.0,
cerebral palsy,,,,1.0,1.0
Sweet Valley University,,,,1.0,
3 (12 divided by 4),,,,1.0,
(Lara Croft:) Tomb Raider,,,,1.0,
parliamentary style of debate,,,,1.0,
a Daisy,,,,1.0,
fewer,,,,1.0,
exe,,,,1.0,
the parabola,,,,1.0,
the muzzle velocity,,,,1.0,
a brother,,,,1.0,1.0
stone washing,,,,1.0,
ages past,,,,1.0,
the reason the bobbies uniforms are blue in color,,,,1.0,
(Peter) Boyle,,,,1.0,
Money Train,,,,1.0,
Windows 2000,,,,1.0,
*Idaho & **Florida,,,,1.0,
graven images,,,,1.0,
The Confidence-Man,,,,1.0,
cross reference,,,,1.0,
Sea of Cortés,,,,1.0,
the A Train,,,,1.0,
Khatami,,,,1.0,
Cuéllar,,,,1.0,
Blue Sky,,,,1.0,
Happy Gilmore,,,,1.0,
The Water Music,,,,1.0,
forget me nots,,,,1.0,
Ciao,,,,1.0,
the French-Indian War,,,,1.0,1.0
Tintern,,,,1.0,
The Kandahar Gambit,,,,1.0,
the Specials,,,,1.0,
eviscerate (or gutting),,,,1.0,
Bat's cats,,,,1.0,
Byrds & bees,,,,1.0,
"Tyler, Texas",,,,1.0,
demagogue,,,,1.0,1.0
screech owl,,,,1.0,
Cleavon Little,,,,1.0,
Lee's fleas,,,,1.0,
Bernie Williams,,,,1.0,
Claudia Cardinale,,,,1.0,
funeral directors,,,,1.0,
fix,,,,1.0,
The World is Not Enough,,,,1.0,
Temple of Artemis (Temple of Diana),,,,1.0,
Pit Stop,,,,1.0,
"""How Do I Live""",,,,1.0,
the Wampanoag Nation,,,,1.0,
Plimpton,,,,1.0,
"""Master Of The House"" (from <i>Les Mis</i>)",,,,1.0,
The Indian in the Cupboard,,,,1.0,
grace under pressure,,,,1.0,
Chinese restaurant syndrome,,,,1.0,
spearhead,,,,1.0,
KGB.C.,,,,1.0,
Preservation Hall,,,,1.0,
corundum & conundrum,,,,1.0,
grackle,,,,1.0,
"Rebel Without a Cause</i>, <i>Giant</i> & <i>East of Eden",,,,1.0,
School of Athens,,,,1.0,
(The) Front Page,,,,1.0,
wuthering,,,,1.0,
"Cain, Abel & Seth",,,,1.0,1.0
frankfurter,,,,1.0,
Aleutian,,,,1.0,
the division bell,,,,1.0,
oil seeds,,,,1.0,
winged,,,,1.0,
mazurka,,,,1.0,
burly,,,,1.0,
"""Old Folks at Home""",,,,1.0,
circumflex,,,,1.0,1.0
Times New Roman,,,,1.0,
Radical Republicans,,,,1.0,1.0
Jasper,,,,1.0,1.0
Krypto,,,,1.0,
baksheesh,,,,1.0,1.0
produce,,,,1.0,
the Rainbow Room,,,,1.0,
expressionist,,,,1.0,
tablespoons,,,,1.0,
daydream,,,,1.0,
the wilderness,,,,1.0,
Kobe Bryant Gumbel,,,,1.0,
dung beetle,,,,1.0,
Magnolias,,,,1.0,
divot,,,,1.0,
a Heart of Gold,,,,1.0,
Joe Friday the 13th,,,,1.0,
"""Forrest Gump""",,,,1.0,
ant,,,,1.0,
Myanmar (formerly Burma),,,,1.0,
archaism,,,,1.0,
"""Lafayette, we are here!""",,,,1.0,
St. Louis Rams,,,,1.0,
Tin Cup,,,,1.0,1.0
"""Black and Blue""",,,,1.0,
governor-general,,,,1.0,1.0
Bipolar disorder,,,,1.0,1.0
"""The 1812 Overture""",,,,1.0,
Jason Alexander Graham Bell,,,,1.0,
the throat slash,,,,1.0,
the roots,,,,1.0,
Civil Defense,,,,1.0,
turkey for Thanksgiving,,,,1.0,
Robert Williamson,,,,1.0,
pedestrian crossing,,,,1.0,
Noises Off,,,,1.0,1.0
ai,,,,1.0,
dopesick,,,,1.0,
Yo Gabba Gabba,,,,1.0,
Issa Rae,,,,1.0,
the nock,,,,1.0,
Harry Blackmun,,,,1.0,4.0
Supercilious,,,,1.0,
head & foot,,,,1.0,
film noir,,,,1.0,
skied,,,,1.0,
Peabody Museum,,,,1.0,
Shut Down,,,,1.0,
a worm term,,,,1.0,
Dreiser,,,,1.0,2.0
(Charles) MacIntosh,,,,1.0,
continuance,,,,1.0,
Steve Nieve,,,,1.0,
crampons,,,,1.0,
Modern Prometheus,,,,1.0,
Babi Yar,,,,1.0,
"""how deep is your love""",,,,1.0,
the Regency,,,,1.0,
the boom,,,,1.0,
microcosm,,,,1.0,
"(Benjamin) ""Bugsy"" Siegel",,,,1.0,
edit & tide,,,,1.0,
The Rocky Horror Show,,,,1.0,
Accutane,,,,1.0,
"""The Boy Is Mine""",,,,1.0,
the Clovis Culture,,,,1.0,
Marvin Gardens,,,,1.0,2.0
Queen Juliana,,,,1.0,2.0
a question,,,,1.0,
crowd,,,,1.0,
Pipette,,,,1.0,
Figgy pudding,,,,1.0,
"""Watership Down""",,,,1.0,
Williamson S. Stuckey,,,,1.0,
inner tube,,,,1.0,
Tokaj,,,,1.0,
toy soldier of fortune cookie,,,,1.0,
Gaborone (go on bare),,,,1.0,
thousand/hundred-year-old eggs,,,,1.0,
Hunley,,,,1.0,1.0
Weltschmerz,,,,1.0,
lucha libre,,,,1.0,
Blackwell,,,,1.0,
King of Prussia,,,,1.0,
sea urchin,,,,1.0,2.0
Goody two-shoes,,,,1.0,
daguerreotypes (or photographs),,,,1.0,
brays/braise,,,,1.0,
water & oil,,,,1.0,
Barry Bostwick,,,,1.0,1.0
G-U-I-L-L-A-U-M-E,,,,1.0,
"""Spontaneous Combustion""",,,,1.0,
punt,,,,1.0,1.0
palace,,,,1.0,
batwing doors,,,,1.0,
"""The Plague""",,,,1.0,
veld,,,,1.0,
Albany Plan,,,,1.0,
asphyxiate,,,,1.0,1.0
conic section,,,,1.0,
Ayers Rock (Uluru),,,,1.0,1.0
World Trade Organization,,,,1.0,
College of Cardinals,,,,1.0,1.0
flatline,,,,1.0,
all the difference,,,,1.0,
vole,,,,1.0,
(Leo) Fender,,,,1.0,
perspicacious,,,,1.0,
Iroquoian,,,,1.0,
Kingsolver,,,,1.0,
George Mason Weems,,,,1.0,
Leopold I,,,,1.0,
Saul's molls,,,,1.0,
1 (12/<i>Adam-12</i>),,,,1.0,
Hart & Seoul,,,,1.0,
"""We Can Work It Out""",,,,1.0,
safety-deposit boxes,,,,1.0,
(postage) stamps,,,,1.0,
the knight (the horse accepted),,,,1.0,
an emollient,,,,1.0,
Carlsen,,,,1.0,
(Irving G.) Thalberg,,,,1.0,
Gulf of Aqaba,,,,1.0,1.0
a golden eagle,,,,1.0,
septicemia (or sepsis),,,,1.0,
boyfriend,,,,1.0,
Liv Fast,,,,1.0,
excerpt,,,,1.0,
a flake,,,,1.0,
the U.N. (United Nations),,,,1.0,
digital cameras,,,,1.0,
"""Pee Wee"" Reese",,,,1.0,
play a harp,,,,1.0,
Ernest Hollings,,,,1.0,
Robert Lowell,,,,1.0,1.0
fielder's choice,,,,1.0,
flamboyant,,,,1.0,1.0
(Robert Strange) McNamara,,,,1.0,
Yellowstone Lake,,,,1.0,1.0
Manganese & Minnesota,,,,1.0,
Finnair,,,,1.0,
Croon,,,,1.0,
Bratwurst,,,,1.0,
pantry & paltry,,,,1.0,
the Yeti (the Abominable Snowman),,,,1.0,
(Steve) Case,,,,1.0,
Howell,,,,1.0,
"""girls who wear glasses""",,,,1.0,
3 (23),,,,1.0,
Jonas,,,,1.0,
an offshoot,,,,1.0,
Waterloo Station,,,,1.0,
Bristol board,,,,1.0,
accident-prone,,,,1.0,
Woman of the Year,,,,1.0,
carabiner,,,,1.0,
"the world, the earth (the land)",,,,1.0,
St. Jerome's or the Vulgate,,,,1.0,
dehydrogenate,,,,1.0,
the Imagineering Department,,,,1.0,
Stella Dallas,,,,1.0,
the Mars,,,,1.0,
Just For Laughs,,,,1.0,
meander,,,,1.0,2.0
Estes,,,,1.0,
why we call them Indians,,,,1.0,
acerbic,,,,1.0,
a petroglyph,,,,1.0,
...all's right with the world,,,,1.0,
"Little Men are from Mars, Women are from Venus",,,,1.0,
heart & lung,,,,1.0,
Gregorian Chant (named for Pope Gregory I),,,,1.0,
Eddie,,,,1.0,
connective,,,,1.0,
"""The Happy Homemaker""",,,,1.0,
fifty-fifty,,,,1.0,
the Chicago Symphony Orchestra,,,,1.0,1.0
tea ceremony,,,,1.0,
ginkgo (biloba),,,,1.0,
Brancusi,,,,1.0,1.0
the Neva,,,,1.0,1.0
Catherine & Liberty Bell,,,,1.0,
a Sacher torte,,,,1.0,
gasoline & Vaseline,,,,1.0,
Woden,,,,1.0,
scherzo,,,,1.0,
Go West Young Man of La Mancha,,,,1.0,
Luzon (in the Philippines),,,,1.0,
Toast of the Town,,,,1.0,
"""Six of one, half-a-dozen of the other""",,,,1.0,
Karen Blixen (Isak Dinesen),,,,1.0,
Corona Borealis,,,,1.0,
Osama Bin Laden,,,,1.0,
whirlybird,,,,1.0,
A crown,,,,1.0,
The Triumvirate,,,,1.0,
hypertext link,,,,1.0,
greyhound/dog racing,,,,1.0,
Night of the Living Dead Poets Society,,,,1.0,
"""The Sun Also Rises""",,,,1.0,
Extract,,,,1.0,
a mourning dove,,,,1.0,
a setter,,,,1.0,1.0
HHS (Health & Human Services),,,,1.0,
Cheviot Hills,,,,1.0,
insects (Insectivora),,,,1.0,
Salt & pepper,,,,1.0,
the Malagasy Republic,,,,1.0,
"""Little Dorrit""",,,,1.0,
Dining car,,,,1.0,
English muffin,,,,1.0,
Vegetable (eggplant),,,,1.0,
Plan 9 from Outer Space,,,,1.0,
rayed/raid,,,,1.0,
Toucan,,,,1.0,
Antônio Carlos Jobim,,,,1.0,
Fulfillment,,,,1.0,
Chang & Eng (Bunker),,,,1.0,
Altar,,,,1.0,
Monopoli,,,,1.0,
silver bells,,,,1.0,
jardiniere,,,,1.0,
Daisy Edgar Jones,,,,1.0,
de Coubertin,,,,1.0,
Picts,,,,1.0,
the Mach 5,,,,1.0,
Good As Gold,,,,1.0,
The Prisoner,,,,1.0,
Jean-Jacques,,,,1.0,
Dieter,,,,1.0,
Blister pack,,,,1.0,
waif,,,,1.0,
The Buggles,,,,1.0,
-3,,,,1.0,
Levites (Leviticus),,,,1.0,
General admission,,,,1.0,
"WSM (""World's Sweetest Music"")",,,,1.0,
Gianni Versace,,,,1.0,
brannigan,,,,1.0,
Esperanza (Spalding),,,,1.0,
albedo,,,,1.0,2.0
(Bill) Withers,,,,1.0,
an intimacy coordinator,,,,1.0,
Cray,,,,1.0,1.0
Ann Beattie,,,,1.0,
Dunking booth,,,,1.0,
Lombardy,,,,1.0,1.0
a portable computer,,,,1.0,
George (Herbert Walker) Bush,,,,1.0,
June (Juneteenth),,,,1.0,
Pickwick Club (<i>Pickwick Papers</i>),,,,1.0,
pestilence,,,,1.0,
Goldie Locke,,,,1.0,
cheap sheep,,,,1.0,
Michel Foucault,,,,1.0,1.0
swatch,,,,1.0,
a Wallflower,,,,1.0,
UPN (United Paramount Network),,,,1.0,
Creutzfeldt-Jakob disease,,,,1.0,
Fountains of Wayne Knight errant,,,,1.0,
(Charles) Portis,,,,1.0,
(Harry) Nilsson,,,,1.0,
(Anne) McCaffrey,,,,1.0,
the Department of the Interior (or Interior Department) (in ma<b>de part ment</b>al),,,,1.0,
Lucretia Mott,,,,1.0,
CB (Citizen's Band) Radios,,,,1.0,
Kelly LeBrock,,,,1.0,
Steering wheel,,,,1.0,
Save the Last Dance,,,,1.0,
Fifth Amendment,,,,1.0,
vapor trail,,,,1.0,
"100,100 years",,,,1.0,
Creative Artists Agency,,,,1.0,
Eurostar,,,,1.0,
Decrepit,,,,1.0,
Wint-O-Green,,,,1.0,
Jack Higgins,,,,1.0,
su<b>pine</b>,,,,1.0,
Maurice & Robin,,,,1.0,
The Hollow Man,,,,1.0,
Big Bend National Park,,,,1.0,
"""Long Day's Journey Into Night""",,,,1.0,
"Bucharest, Romania",,,,1.0,1.0
on the record,,,,1.0,
protist,,,,1.0,
Keokuk,,,,1.0,1.0
Jack Daniel's,,,,1.0,
Pacifier,,,,1.0,
The Falcon,,,,1.0,
Afoot,,,,1.0,
John Sayles,,,,1.0,
Tattletales,,,,1.0,
Red cross,,,,1.0,
cardiac arrest,,,,1.0,
Mary (Leakey),,,,1.0,
a spacewalkout,,,,1.0,
Elden Ring,,,,1.0,
Bethune,,,,1.0,1.0
Forensics,,,,1.0,
Muscle shirt,,,,1.0,
King penguin,,,,1.0,
Racketeering,,,,1.0,
The Horse's Mouth,,,,1.0,
(Lunar) Module,,,,1.0,
Waive,,,,1.0,
Winds,,,,1.0,
Tim McGraw & Faith Hill,,,,1.0,
Jean-Michel Basquiat,,,,1.0,2.0
"Hello, Larry",,,,1.0,
Clem,,,,1.0,
cervical vertebrae,,,,1.0,
syzygy,,,,1.0,3.0
Niue,,,,1.0,
(Stephen Jay) Gould,,,,1.0,
aeolian,,,,1.0,
Asmara,,,,1.0,1.0
(Anne) Murray,,,,1.0,
pangolin,,,,1.0,
Monterrey,,,,1.0,
Korn,,,,1.0,
wayfarers,,,,1.0,
Spat,,,,1.0,
Bill Parcells,,,,1.0,
Big Berthas,,,,1.0,
Victor Mature Audiences,,,,1.0,
"Duke of York (hence, New York)",,,,1.0,
The Glory,,,,1.0,
Public sector,,,,1.0,
Louise Lasser,,,,1.0,
John Hersey,,,,1.0,1.0
300 minutes/5 hours,,,,1.0,
Giovanni Da Verrazzano,,,,1.0,
Mexican wrestling,,,,1.0,
Baader-Meinhof Gang,,,,1.0,
Lean-to,,,,1.0,
United Arab Republic,,,,1.0,1.0
"Brian Piccolo (from ""Brian's Song"")",,,,1.0,
Tibia & fibula,,,,1.0,
Vaslav Nijinsky,,,,1.0,2.0
Which side your bread is buttered on,,,,1.0,
The Aristocats,,,,1.0,
Back Bay,,,,1.0,
"""The Greatest Love of All""",,,,1.0,
Fair Deal,,,,1.0,
an anteroom (or antechamber),,,,1.0,
Suspicion,,,,1.0,
North And South,,,,1.0,
Ming Dynasty,,,,1.0,
Slip,,,,1.0,
Surface-to-Air Missiles,,,,1.0,
Just Say Nyet,,,,1.0,
nuclear reactors,,,,1.0,
rotund,,,,1.0,
Nimbus,,,,1.0,
Demond Wilson,,,,1.0,
When shall we 3 meet again?,,,,1.0,
Russian Revolution,,,,1.0,
Renaissance scholar,,,,1.0,
Cher Wear,,,,1.0,
Tourism,,,,1.0,
Motif,,,,1.0,
Erroll Garner,,,,1.0,1.0
Universal Product Code,,,,1.0,
The Meadowlands,,,,1.0,
Liffey,,,,1.0,
tragic comedy,,,,1.0,
Thornton Wilder (<i>Our Town</i>),,,,1.0,
gastropod,,,,1.0,
M.E. (medical examiner),,,,1.0,
Wen Ho Lee,,,,1.0,
parthenogenesis,,,,1.0,1.0
Maimonides,,,,1.0,4.0
Oort,,,,1.0,
the days are long but the years are short,,,,1.0,
chi (in <b>Chi</b>ron),,,,1.0,
Zambezi River,,,,1.0,
"King Arthur (in ""Monty Python and the Holy Grail"")",,,,1.0,
Closed circuit,,,,1.0,
George Pepperdine,,,,1.0,
Beau's nose,,,,1.0,
Projectile,,,,1.0,
everyone (every),,,,1.0,
Lion's share,,,,1.0,
Index,,,,1.0,
Boston Bruins,,,,1.0,
Deseret,,,,1.0,1.0
the look of love,,,,1.0,
Morris dancing,,,,1.0,
Barbossa,,,,1.0,
A-A-B-B-A,,,,1.0,
Margaret Qualley,,,,1.0,
the <i>Ghent Altarpiece</i>,,,,1.0,
Pompey (or Crassus),,,,1.0,
Seve Ballesteros,,,,1.0,
The Ukraine,,,,1.0,
Bee,,,,1.0,
Little House on the Prairie Home Companion,,,,1.0,
"""1984"" (""Big Brother"")",,,,1.0,
Parker Ranch,,,,1.0,1.0
"""The Surprise Symphony""",,,,1.0,
"Glenn Miller (""String of Pearls"")",,,,1.0,
Rec room,,,,1.0,
waders,,,,1.0,
Allan Carr,,,,1.0,
Hart to Hart,,,,1.0,
hack-a-Shaq,,,,1.0,
chipper,,,,1.0,
the lamprey eel,,,,1.0,
engineers,,,,1.0,
Herman Tarnower,,,,1.0,
sets,,,,1.0,
courage under fire,,,,1.0,
"the District of Columbia (Washington, D.C.)",,,,1.0,
the <i>Nimitz</i>,,,,1.0,
Helen of Troy Donahue,,,,1.0,
Kipling (Tippling),,,,1.0,
Prospero (from <i>The Tempest</i>),,,,1.0,
Californium,,,,1.0,
Sewers,,,,1.0,
Violeta Barrios de Chamorro,,,,1.0,
his left foot,,,,1.0,
the <i>Übermensch</i>,,,,1.0,
Mean Mr. Mustard,,,,1.0,
Fred Biletnikoff,,,,1.0,
Foxy Brown,,,,1.0,
Mankiller,,,,1.0,
Flight simulator,,,,1.0,
String quartet,,,,1.0,
Hard & fast,,,,1.0,
Al Sharpton,,,,1.0,
"""Buffalo Bill""",,,,1.0,
the Atlanta Falcons,,,,1.0,
parasite,,,,1.0,
the Metro,,,,1.0,1.0
Dot Richardson,,,,1.0,1.0
Joe (Besser),,,,1.0,
intermittent,,,,1.0,
Gills,,,,1.0,
Mary Higgins (Clark),,,,1.0,
Croupier,,,,1.0,
Leone,,,,1.0,
Stewart Island,,,,1.0,
globular clusters,,,,1.0,
paleozoology,,,,1.0,
Lloyd Christmas,,,,1.0,
the Grand Trianon,,,,1.0,
Cuyahoga River,,,,1.0,
Calcium (CA/California),,,,1.0,
good day,,,,1.0,
Jim Bouton,,,,1.0,
Eight,,,,1.0,
Adolphus,,,,1.0,
Art Monk,,,,1.0,
Fred Gwynne,,,,1.0,
Rift/rifting,,,,1.0,
Blocked shots,,,,1.0,
G (gloom/loom),,,,1.0,
Fertility,,,,1.0,
Snowy,,,,1.0,
Mabel (Norman),,,,1.0,
Mumm,,,,1.0,
1976 (or 1776),,,,1.0,
voluminous,,,,1.0,
Reddi-wip,,,,1.0,
Noggin,,,,1.0,
Maitre d',,,,1.0,
Southern Christian Leadership Conference,,,,1.0,2.0
Ox,,,,1.0,
Trough,,,,1.0,
"I, II, III & IV",,,,1.0,
Lilacs,,,,1.0,4.0
Rosarito Beach,,,,1.0,
Rubella,,,,1.0,
Buoyancy,,,,1.0,
he played knick-knack on my thumb,,,,1.0,
(The Great) Sphinx,,,,1.0,
"""The Three Sisters""",,,,1.0,
Collage,,,,1.0,
"""'S Wonderful""",,,,1.0,
Cosmo Kramer vs. Kramer,,,,1.0,
Koto,,,,1.0,
Revile,,,,1.0,
Two eyes,,,,1.0,
Top Cat,,,,1.0,
"""Luncheon on the Grass""",,,,1.0,
Horseradish,,,,1.0,
(Marty) Ingels,,,,1.0,
Chattahoochee River,,,,1.0,
Christopher Darden,,,,1.0,1.0
Live from the House of Blues,,,,1.0,
Nepotism,,,,1.0,
Abalone,,,,1.0,
Steve McGarrett,,,,1.0,
"""Prince of Peace""",,,,1.0,
"Freddie Prinze, Jr.",,,,1.0,
"""Invisible Hand""",,,,1.0,
"""Joy to the World""",,,,1.0,
The Factory,,,,1.0,
Steadicam,,,,1.0,
cassowary,,,,1.0,1.0
"Apollo, Gemini & Mercury",,,,1.0,
Do you want/would you like fries with that?,,,,1.0,
Unisex,,,,1.0,
U.S. Capitol,,,,1.0,
pulse rate,,,,1.0,
Elian (Gonzalez),,,,1.0,
Do you give lessons?,,,,1.0,
Bonds,,,,1.0,
"""The Prince and the Pauper""",,,,1.0,
Abraham Lincoln (second inaugural),,,,1.0,
Balmoral Castle,,,,1.0,1.0
Darren McGavin,,,,1.0,
The Shootist,,,,1.0,
"""I Want To Know What Love Is""",,,,1.0,
(James) Fenimore (Cooper),,,,1.0,
Sir Carol Reed,,,,1.0,
Melting point,,,,1.0,
Emperor Akihito or Empress Michiko,,,,1.0,
Anti-Ballistic Missile Treaty,,,,1.0,
The Heart Is a Lonely Hunter S. Thompson Twins,,,,1.0,
(Mabel) Normand,,,,1.0,
Mugwumps,,,,1.0,2.0
remand,,,,1.0,1.0
ontology,,,,1.0,1.0
a (pistol) shrimp,,,,1.0,
the Beqaa,,,,1.0,
"""Baker Street""",,,,1.0,
a bilby,,,,1.0,
AFL (Arena Football League),,,,1.0,
Beaumont,,,,1.0,
Speed of light,,,,1.0,
Solemnly,,,,1.0,
"""Death in Venice""",,,,1.0,
Gypsy cab,,,,1.0,
Water/fluid,,,,1.0,
Atlanta Hawk,,,,1.0,
"""Jersey Joe""",,,,1.0,
collectivization,,,,1.0,
artificial general intelligence,,,,1.0,
Marfan syndrome,,,,1.0,
the <i>Eclogues</i>,,,,1.0,
Arraignment,,,,1.0,
Washington Senators,,,,1.0,1.0
Chicago Black Sox,,,,1.0,
Ecstasy,,,,1.0,
hornswoggle,,,,1.0,
Subcomandante Marcos,,,,1.0,
Antony and Cleopatra Jones,,,,1.0,
Tammy Faye (Bakker) Messner,,,,1.0,
Sarcoma,,,,1.0,
Eric Burdon (who was in The Animals),,,,1.0,
Willendorf,,,,1.0,
(Lesley) Stahl,,,,1.0,
Bangs of New York,,,,1.0,
prolonged grief disorder,,,,1.0,
qibla,,,,1.0,
Elizabeth Strout,,,,1.0,
Passe,,,,1.0,
"""The Swamp Fox""",,,,1.0,
Edward III,,,,1.0,
Carded,,,,1.0,
Alfred Binet,,,,1.0,
"Thomas Paine (""The American Crisis"")",,,,1.0,
Fabrication,,,,1.0,
P.J. O'Rourke,,,,1.0,1.0
Sycamore,,,,1.0,
Little John Madden,,,,1.0,
Leech,,,,1.0,
"Corsica, Elba & St. Helena",,,,1.0,
Insurance business,,,,1.0,
the Tyrrhenian Sea,,,,1.0,1.0
Lord Palmerston,,,,1.0,
chuppah,,,,1.0,
Lorenzini,,,,1.0,
